Caso;Ocorrência;Atividade;Customer ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
1707;23/05/2018 23:02:32;Start preparing pizza;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:02:32;Call Customer;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:09:32;Start preparing pizza;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:14:32;Start baking pizza;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:16:32;Baking pizza ready;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:18:32;Departure pizza;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:18:32;Plan route;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:21:32;Pizza arrives at customer;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1707;23/05/2018 23:46:32;Payment customer;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1709;02/04/2018 23:33:46;Order by phone;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1709;02/04/2018 23:33:46;Start preparing pizza;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1709;02/04/2018 23:37:46;Start baking pizza;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1709;02/04/2018 23:40:46;Baking pizza ready;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1709;02/04/2018 23:45:46;Plan route;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1709;02/04/2018 23:47:46;Departure pizza;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1709;02/04/2018 23:56:46;Pizza arrives at customer;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1709;03/04/2018 00:25:46;Payment customer;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1710;29/04/2018 08:02:43;Start order website;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:14:43;Approve order website;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:15:43;Receive order website;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:20:43;Start preparing pizza;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:25:43;Start baking pizza;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:28:43;Start preparing pizza;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:32:43;Start baking pizza;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:38:43;Baking pizza ready;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:38:43;Plan route;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:41:43;Departure pizza;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:45:43;Pizza arrives at customer;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1710;29/04/2018 08:53:43;Payment customer;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
1714;17/05/2018 18:48:47;Order by phone;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 18:50:47;Start preparing pizza;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 18:53:47;Start baking pizza;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 18:57:47;Baking pizza ready;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 19:00:47;Start preparing pizza;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 19:02:47;Start baking pizza;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 19:15:47;Baking pizza ready;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 19:17:47;Plan route;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 19:21:47;Departure pizza;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 19:30:47;Pizza arrives at customer;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1714;17/05/2018 20:04:47;Payment customer;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1715;12/04/2018 15:04:01;Start order website;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:07:01;Approve order website;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:08:01;Start preparing pizza;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:08:01;Receive order website;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:09:01;Start baking pizza;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:09:01;Start preparing pizza;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:12:01;Start baking pizza;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:19:01;Baking pizza ready;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:22:01;Plan route;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:24:01;Departure pizza;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:26:01;Pizza arrives at customer;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1715;12/04/2018 15:42:01;Payment customer;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
1716;23/03/2018 14:09:06;Start order website;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:12:06;Approve order website;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:12:06;Receive order website;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:16:06;Call Customer;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:16:06;Start preparing pizza;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:20:06;Start baking pizza;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:23:06;Baking pizza ready;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:24:06;Departure pizza;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:24:06;Plan route;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:31:06;Pizza arrives at customer;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1716;23/03/2018 14:58:06;Payment customer;185;30;11;Veggie;Small;5;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Adult
1717;24/02/2018 14:24:17;Order by phone;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:27:17;Start preparing pizza;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:33:17;Call Customer;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:37:17;Start baking pizza;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:37:17;Start preparing pizza;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:39:17;Baking pizza ready;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:42:17;Plan route;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:45:17;Departure pizza;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 14:52:17;Pizza arrives at customer;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1717;24/02/2018 15:11:17;Payment customer;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1718;24/03/2018 19:21:11;Start preparing pizza;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1718;24/03/2018 19:21:11;Order by phone;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1718;24/03/2018 19:25:11;Plan route;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1718;24/03/2018 19:25:11;Baking pizza ready;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1718;24/03/2018 19:25:11;Start baking pizza;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1718;24/03/2018 19:27:11;Departure pizza;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1718;24/03/2018 19:31:11;Pizza arrives at customer;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1718;24/03/2018 20:07:11;Payment customer;23;60;11;Paprika;Medium;5;Chef 1;Friday;18;BestOrder Inc.;Munich District One;Senior
1720;25/02/2018 20:49:04;Start order website;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 20:55:04;Approve order website;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 20:56:04;Receive order website;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 20:58:04;Payment via credit card;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 20:58:04;Start preparing pizza;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 20:59:04;Start baking pizza;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 21:11:04;Baking pizza ready;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 21:16:04;Plan route;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 21:20:04;Departure pizza;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 21:22:04;Pizza arrives at customer;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1720;25/02/2018 21:51:04;Pizza received;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1721;30/03/2018 10:18:35;Order by phone;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1721;30/03/2018 10:20:35;Start preparing pizza;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1721;30/03/2018 10:22:35;Start baking pizza;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1721;30/03/2018 10:27:35;Baking pizza ready;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1721;30/03/2018 10:31:35;Plan route;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1721;30/03/2018 10:35:35;Departure pizza;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1721;30/03/2018 10:38:35;Pizza arrives at customer;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1721;30/03/2018 10:59:35;Payment customer;269;5;35;Salami;Small;5;Ingredients;Sunday;14;Feedera SE;Munich District One;Student
1722;23/04/2018 11:25:25;Order by phone;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1722;23/04/2018 11:25:25;Start preparing pizza;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1722;23/04/2018 11:31:25;Start baking pizza;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1722;23/04/2018 11:34:25;Baking pizza ready;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1722;23/04/2018 11:35:25;Plan route;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1722;23/04/2018 11:40:25;Departure pizza;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1722;23/04/2018 11:47:25;Pizza arrives at customer;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1722;23/04/2018 12:05:25;Payment customer;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
1723;06/06/2018 11:55:06;Order by phone;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 11:57:06;Start baking pizza;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 11:57:06;Start preparing pizza;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 12:07:06;Start preparing pizza;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 12:07:06;Baking pizza ready;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 12:12:06;Start baking pizza;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 12:23:06;Baking pizza ready;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 12:30:06;Plan route;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 12:32:06;Departure pizza;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 12:37:06;Pizza arrives at customer;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1723;06/06/2018 13:12:06;Payment customer;281;10;4;Magherita;Large;2;Waiter;Thursday;13;Deliveruu Inc.;Munich District One;Student
1725;06/05/2018 12:07:45;Order at the counter (shop);248;10;60;Salami;Small;4;Chef 2;Thursday;19;Feedera SE;Munich District One;Teenager
1725;06/05/2018 12:09:45;Start preparing pizza;248;10;60;Salami;Small;4;Chef 2;Thursday;19;Feedera SE;Munich District One;Teenager
1725;06/05/2018 12:11:45;Start baking pizza;248;10;60;Salami;Small;4;Chef 2;Thursday;19;Feedera SE;Munich District One;Teenager
1725;06/05/2018 12:13:45;Payment customer;248;10;60;Salami;Small;4;Chef 2;Thursday;19;Feedera SE;Munich District One;Teenager
1725;06/05/2018 12:13:45;Baking pizza ready;248;10;60;Salami;Small;4;Chef 2;Thursday;19;Feedera SE;Munich District One;Teenager
1726;08/02/2018 10:11:06;Order by phone;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1726;08/02/2018 10:12:06;Start preparing pizza;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1726;08/02/2018 10:16:06;Start baking pizza;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1726;08/02/2018 10:23:06;Baking pizza ready;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1726;08/02/2018 10:28:06;Plan route;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1726;08/02/2018 10:31:06;Departure pizza;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1726;08/02/2018 10:40:06;Pizza arrives at customer;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1726;08/02/2018 10:54:06;Payment customer;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
1727;09/02/2018 04:48:18;Order at the counter (shop);212;10;7;Salami;Large;3;Delivery Scooters ;Friday;19;Orderly SE;Munich District Two;Teenager
1727;09/02/2018 04:49:18;Start baking pizza;212;10;7;Salami;Large;3;Delivery Scooters ;Friday;19;Orderly SE;Munich District Two;Teenager
1727;09/02/2018 04:49:18;Start preparing pizza;212;10;7;Salami;Large;3;Delivery Scooters ;Friday;19;Orderly SE;Munich District Two;Teenager
1727;09/02/2018 04:53:18;Payment customer;212;10;7;Salami;Large;3;Delivery Scooters ;Friday;19;Orderly SE;Munich District Two;Teenager
1727;09/02/2018 04:53:18;Baking pizza ready;212;10;7;Salami;Large;3;Delivery Scooters ;Friday;19;Orderly SE;Munich District Two;Teenager
1728;11/02/2018 21:43:57;Order by phone;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 21:46:57;Start preparing pizza;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 21:52:57;Call Customer;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 21:53:57;Start preparing pizza;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 21:54:57;Start baking pizza;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 22:06:57;Plan route;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 22:06:57;Baking pizza ready;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 22:08:57;Departure pizza;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 22:15:57;Pizza arrives at customer;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1728;11/02/2018 22:41:57;Payment customer;292;9;2;Salami;Small;2;Chef 2;Friday;19;Orderly SE;Munich District Four;Teenager
1729;07/05/2018 10:25:00;Order by phone;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 10:28:00;Start preparing pizza;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 10:35:00;Start baking pizza;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 10:58:00;Baking pizza ready;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 11:05:00;Start preparing pizza;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 11:12:00;Start baking pizza;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 11:19:00;Baking pizza ready;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 11:26:00;Plan route;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 11:29:00;Departure pizza;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 11:35:00;Pizza arrives at customer;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1729;07/05/2018 11:38:00;Payment customer;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1730;28/07/2018 00:26:05;Order by phone;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1730;28/07/2018 00:26:05;Start baking pizza;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1730;28/07/2018 00:26:05;Start preparing pizza;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1730;28/07/2018 00:35:05;Baking pizza ready;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1730;28/07/2018 00:37:05;Plan route;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1730;28/07/2018 00:42:05;Departure pizza;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1730;28/07/2018 00:50:05;Pizza arrives at customer;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1730;28/07/2018 01:21:05;Payment customer;210;29;2;Magherita;Large;1;Waiter;Wednesday;13;Deliver Now Holding;Munich District Two;Student
1732;20/06/2018 22:33:28;Order at the counter (shop);79;31;13;Salami;Small;4;Delivery Scooters ;Thursday;18;BestOrder Inc.;Munich District One;Student
1732;20/06/2018 22:35:28;Start preparing pizza;79;31;13;Salami;Small;4;Delivery Scooters ;Thursday;18;BestOrder Inc.;Munich District One;Student
1732;20/06/2018 22:42:28;Start baking pizza;79;31;13;Salami;Small;4;Delivery Scooters ;Thursday;18;BestOrder Inc.;Munich District One;Student
1732;20/06/2018 22:54:28;Baking pizza ready;79;31;13;Salami;Small;4;Delivery Scooters ;Thursday;18;BestOrder Inc.;Munich District One;Student
1732;20/06/2018 22:55:28;Payment customer;79;31;13;Salami;Small;4;Delivery Scooters ;Thursday;18;BestOrder Inc.;Munich District One;Student
1733;05/07/2018 01:04:40;Order by phone;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:05:40;Start preparing pizza;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:10:40;Start baking pizza;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:26:40;Baking pizza ready;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:27:40;Start preparing pizza;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:29:40;Start baking pizza;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:35:40;Baking pizza ready;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:41:40;Plan route;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:42:40;Departure pizza;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 01:51:40;Pizza arrives at customer;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1733;05/07/2018 02:10:40;Payment customer;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1734;09/07/2018 12:14:18;Start order website;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:20:18;Approve order website;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:20:18;Receive order website;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:26:18;Call Customer;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:26:18;Start baking pizza;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:26:18;Start preparing pizza;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:32:18;Baking pizza ready;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:37:18;Departure pizza;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1734;09/07/2018 12:37:18;Plan route;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
